deviceid,devicephonenum,device_info,duration,caseid,branch_code,stage_code,stage,park,park_label,park_other,enumerator,enumerator_label,enumerator_1,enumerator_2,enumerator_3,enumerator_4,enumerator_5,enumerator_6,enumerator_7,enumerator_8,enumerator_9,enumerator_10,the_stage,a2,a2_label,a2_other,a3,a4,a5,a5_label,a5_other,a6,a7,a7_label,a8,a8_label,a8_1,a8_2,a8_3,a8_4,a8_5,a8_6,a8_7,a8_8,a8_9,a8_10,a8_99,a8_100,a8_other,p1_photo,b1,b2,branch_total_count,p2_photo,b3_count,setofb3,setofp3_photo_loop,setofb4,setofp4_photo_loop,setofc1,route_count,setofp5_photo_loop,r_count,setofr,c7,c7_label,c8,c8_label,c8_1,c8_2,c8_3,c8_4,c8_5,c8_6,c8_99,c8_100,c9_branch_loop_count,setofc9_branch_loop,setofp7_photo_loop,d11,d12,d13,d14,d2,d31,d32,d33,d34,d4,d5,d5_label,d5_1,d5_2,d5_3,d5_4,d5_5,d5_6,d5_7,d5_99,d5_100,d5_other,d6,d7,d7_label,d7_other,d8,d8_label,d8_1,d8_2,d8_3,d8_4,d8_5,d8_6,d8_7,d8_8,d8_9,d8_99,d8_100,d8_other,d9,d9_label,d10,v130,d11_label,d11_1,d11_2,d11_3,d11_4,d11_5,d11_6,d11_99,d11_100,d11c,d11f,d11_other,v143,d12_label,d12_1,d12_2,d12_3,d12_4,d12_5,d12_6,d12_99,d12_100,d12c,d12f,d12_other,p8_photo,p9_photo,formdef_version,key,submissiondate,starttime,endtime,date,respondent,stage_id,stage_name,branch_id,branch,taxi_park,_merge
2aa80707e1ac7359,,TCL|T610K|13|SurveyCTO Collect 2.81.2 (3771098),4673,,8.0,7.0,Zzana stage,Valley,Valley,,5 9,Joviah & Sumaiya,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Zzana stage Stage,Other,Other,Vice Chairperson,2006.0,1986.0,Founded by drivers who did not belong to an older stage,Founded by drivers who did not belong to an older stage,,,,,,,,,,,,,,,,,,,,media/1722345153377.jpg,5.0,1.0,6,media/1722345764809.jpg,6,uuid:a0c0752e-8750-4463-9711-3e2eaa9174e6/B-B3,uuid:a0c0752e-8750-4463-9711-3e2eaa9174e6/B-p3_photo_loop,uuid:a0c0752e-8750-4463-9711-3e2eaa9174e6/B-B4,uuid:a0c0752e-8750-4463-9711-3e2eaa9174e6/B-p4_photo_loop,uuid:a0c0752e-8750-4463-9711-3e2eaa9174e6/C-C1,3,uuid:a0c0752e-8750-4463-9711-3e2eaa9174e6/C-p5_photo_loop,3,uuid:a0c0752e-8750-4463-9711-3e2eaa9174e6/C-R,No,No,,,,,,,,,,,6,uuid:a0c0752e-8750-4463-9711-3e2eaa9174e6/C-C9_branch_loop,uuid:a0c0752e-8750-4463-9711-3e2eaa9174e6/C-p7_photo_loop,0,0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,20.0,1 2 99,Must have a driver permit & Must have been a conductor at the stage & Other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Reference letter from former stage,  2 Referees",18.0,"First come, first serve on the day","First come, first serve on the day",,1 2 3 4 5 6 7 8 9,Chairperson & Vice Chairperson & Secretary & Treasurer & Welfare & Defence & Mobiliser & Stage Master & Elder Advisor,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,Yes,Yes,5.0,1 99,Be a driver & Other,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,Membership card,1 5 6 99,Be a driver & Must have a family & Need to have been at the stage for ____ years & Other,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,5,Good morals,media/1722348099783.jpg,media/1722355571367.jpg,2407230723.0,uuid:a0c0752e-8750-4463-9711-3e2eaa9174e6,2024-07-30 12:48:38,2024-07-30 09:10:24,2024-07-30 12:09:56,2024-07-25,Respondent_486982,7,Zana,8,Namasuba-Zana,Valley,both
3e91b3bc962f0796,,TECNO|TECNO KI5k|12|SurveyCTO Collect 2.81.2 (3771098),2681,,1.0,67.0,Kawempe-Matugga-Kirinyabigo-Ssemuto-Kapeeka,Bwaise,Bwaise,,1 7,Claire & Olivia,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Kawempe-Matugga-Kirinyabigo-Ssemuto-Kapeeka Stage,Secretary,Secretary,,2023.0,2023.0,Founded by drivers who did not belong to an older stage,Founded by drivers who did not belong to an older stage,,,,,,,,,,,,,,,,,,,,media/1726147854800.jpg,1.0,0.0,1,media/1726147887493.jpg,1,uuid:69f13277-7bf8-4009-a298-901c94fe4b77/B-B3,uuid:69f13277-7bf8-4009-a298-901c94fe4b77/B-p3_photo_loop,,,uuid:69f13277-7bf8-4009-a298-901c94fe4b77/C-C1,4,uuid:69f13277-7bf8-4009-a298-901c94fe4b77/C-p5_photo_loop,4,uuid:69f13277-7bf8-4009-a298-901c94fe4b77/C-R,Yes,Yes,1 2 99,Not enough passengers & Poor road quality & Other,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,,,80,,,,60.0,70.0,,,,60.0,1 4 99,Must have a driver permit & Must be referred by an existing stage member & Other,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,LC letter  National ID  Recommendation letter from former workplace,5.0,Other,Other,First come first serve is used for 3 routes(sub stages) and predetermined schedule is used for the route via Ssemuto road,1 2 3 4 5 6 9,Chairperson & Vice Chairperson & Secretary & Treasurer & Welfare & Defence & Elder Advisor,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,Yes,Yes,5.0,99,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,Must be a stage member,1 2 99,Be a driver & Have a permit/driving license & Other,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,Must be a stage member,media/1726149698845.jpg,media/1726149712497.jpg,2407230723.0,uuid:69f13277-7bf8-4009-a298-901c94fe4b77,2024-09-12 10:17:10,2024-09-12 09:28:10,2024-09-12 10:14:57,2024-09-12,Respondent_141310,67,Kawempe-Matugga-Kirinyabigo-Ssemuto-Kapeeka,86,Kawempe-Matugga-Kirinyabigo-Ssemuto-Kapeeka,Bwaise,both
0F717E25-0542-496A-9B46-40D56DB59F40,,Apple|iPhone|17.6.1|SurveyCTO Collect 2.80 (274730),961,,2.0,51.0,Namasuba-Kikajjo-DK,Other,Other,Kategula,7 10,Olivia & Vivian,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Namasuba-Kikajjo-DK Stage,Other,Other,Assistant defense,2009.0,1990.0,Founded by drivers who did not belong to an older stage,Founded by drivers who did not belong to an older stage,,,,,,,,,,,,,,,,,,,,media/1727978117249.jpg,2.0,3.0,5,media/1727978137160.jpg,5,uuid:f3621dc1-003f-4fbe-a80d-cc13e77148d7/B-B3,uuid:f3621dc1-003f-4fbe-a80d-cc13e77148d7/B-p3_photo_loop,,,uuid:f3621dc1-003f-4fbe-a80d-cc13e77148d7/C-C1,1,uuid:f3621dc1-003f-4fbe-a80d-cc13e77148d7/C-p5_photo_loop,1,uuid:f3621dc1-003f-4fbe-a80d-cc13e77148d7/C-R,No,No,,,,,,,,,,,5,uuid:f3621dc1-003f-4fbe-a80d-cc13e77148d7/C-C9_branch_loop,uuid:f3621dc1-003f-4fbe-a80d-cc13e77148d7/C-p7_photo_loop,100,200,50.0,-99.0,7.0,60.0,70.0,50.0,-99.0,5.0,1 2,Must have a driver permit & Must have been a conductor at the stage,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,"First come, first serve on the day","First come, first serve on the day",,1 2 3 4 5 6,Chairperson & Vice Chairperson & Secretary & Treasurer & Welfare & Defence,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/1727978986145.jpg,media/1727978994924.jpg,2407230723.0,uuid:f3621dc1-003f-4fbe-a80d-cc13e77148d7,2024-10-03 14:27:50,2024-10-03 13:54:21,2024-10-03 14:26:11,2024-10-03,Respondent_471829,51,Namasuba-DK-Kikajjo,127,Namasuba-Kikajjo-DK,Kategula,both
357759081484347,,samsung|SM-G955U|9|SurveyCTO Collect 2.81.2 (3771098),1781,,1.0,86.0,Namere Kiteezi Buwambo,Other,Other,Kalerwe,4 5 9,Gerald & Joviah & Sumaiya,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Namere Kiteezi Buwambo Stage,Branch Leader (but not one of the above),Branch Leader (but not one of the above),,2014.0,2014.0,"Originated from an older stage, split off","Originated from an older stage, split off",,Gayaza,Yes,Yes,99,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Kalerwe,media/1727510900215.jpg,3.0,0.0,3,media/1727510990405.jpg,3,uuid:cb82f7c9-e091-461e-b8a3-8415f676fe24/B-B3,uuid:cb82f7c9-e091-461e-b8a3-8415f676fe24/B-p3_photo_loop,,,uuid:cb82f7c9-e091-461e-b8a3-8415f676fe24/C-C1,1,uuid:cb82f7c9-e091-461e-b8a3-8415f676fe24/C-p5_photo_loop,1,uuid:cb82f7c9-e091-461e-b8a3-8415f676fe24/C-R,Yes,Yes,1 2 6,Not enough passengers & Poor road quality & Drivers don’t want to go,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,,uuid:cb82f7c9-e091-461e-b8a3-8415f676fe24/C-p7_photo_loop,46,26,,,10.0,10.0,5.0,,,10.0,1 2 7 99,Must have a driver permit & Must have been a conductor at the stage & Must have previous work experience & Other,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Been at the stage for 6 years,2.0,Predetermined schedule before the day,Predetermined schedule before the day,,1 2 3 4 5 6 7 8 9,Chairperson & Vice Chairperson & Secretary & Treasurer & Welfare & Defence & Mobiliser & Stage Master & Elder Advisor,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/1727512512611.jpg,media/1727512520192.jpg,2407230723.0,uuid:cb82f7c9-e091-461e-b8a3-8415f676fe24,2024-09-28 09:36:53,2024-09-28 04:05:39,2024-09-28 04:52:09,2024-09-27,Respondent_486930,86,Namere Kiteezi Buwambo,118,Namere Kiteezi Buwambo,Kalerwe,both
ef8c3fa68e554f2a,,TECNO|TECNO KD6|10|SurveyCTO Collect 2.81.2 (3771098),8822,,2.0,4.0,Kajjansi stage,Old Taxi Park,Old Taxi Park,,3 7 8,Fatumah & Olivia & Rhoda,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Kajjansi stage Stage,Secretary,Secretary,,2005.0,1970.0,"Originated from an older stage, split off","Originated from an older stage, split off",,Entebbe stage,Yes,Yes,3 6 8 10,Kisenyi/Gwanda & Nateete & Old Taxi Park & Valley,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,media/1724742173359.jpg,3.0,5.0,8,media/1724742215474.jpg,8,uuid:c41fa63d-56ee-409e-a2aa-58e15fe33436/B-B3,uuid:c41fa63d-56ee-409e-a2aa-58e15fe33436/B-p3_photo_loop,uuid:c41fa63d-56ee-409e-a2aa-58e15fe33436/B-B4,uuid:c41fa63d-56ee-409e-a2aa-58e15fe33436/B-p4_photo_loop,uuid:c41fa63d-56ee-409e-a2aa-58e15fe33436/C-C1,6,uuid:c41fa63d-56ee-409e-a2aa-58e15fe33436/C-p5_photo_loop,6,uuid:c41fa63d-56ee-409e-a2aa-58e15fe33436/C-R,No,No,,,,,,,,,,,8,uuid:c41fa63d-56ee-409e-a2aa-58e15fe33436/C-C9_branch_loop,uuid:c41fa63d-56ee-409e-a2aa-58e15fe33436/C-p7_photo_loop,90,150,150.0,150.0,90.0,65.0,100.0,100.0,100.0,65.0,1 2 4 99,Must have a driver permit & Must have been a conductor at the stage & Must be referred by an existing stage member & Other,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Must have an L C letter Must have a letter from previous stage if new driver,6.0,"First come, first serve on the day","First come, first serve on the day",,1 2 3 4 5 6 7 8,Chairperson & Vice Chairperson & Secretary & Treasurer & Welfare & Defence & Mobiliser & Stage Master,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,Yes,Yes,5.0,1 2 99,Be a driver & Have a permit/driving license & Other,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,Must be a stage member,1 2 4 6,Be a driver & Have a permit/driving license & No criminal record & Need to have been at the stage for ____ years,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,10,,media/1724749314483.jpg,media/1724749324965.jpg,2407230723.0,uuid:c41fa63d-56ee-409e-a2aa-58e15fe33436,2024-08-27 05:41:58,2024-08-27 02:57:45,2024-08-27 05:34:41,2024-08-26,Respondent_587026,4,Kajjansi,53,Kajjansi,Old Taxi Park,both
3e91b3bc962f0796,,TECNO|TECNO KI5k|12|SurveyCTO Collect 2.81.2 (3771098),3782,,6.0,2.0,Ndejje,Other,Other,Bata Bata taxi park,1 8,Claire & Rhoda,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Ndejje Stage,Chairperson,Chairperson,,2009.0,1990.0,Founded by drivers who did not belong to an older stage,Founded by drivers who did not belong to an older stage,,,,,,,,,,,,,,,,,,,,media/1727968248918.jpg,8.0,1.0,9,media/1727968278862.jpg,9,uuid:1b031095-f149-4bc5-96f5-6f5e78e33f06/B-B3,uuid:1b031095-f149-4bc5-96f5-6f5e78e33f06/B-p3_photo_loop,,,uuid:1b031095-f149-4bc5-96f5-6f5e78e33f06/C-C1,4,uuid:1b031095-f149-4bc5-96f5-6f5e78e33f06/C-p5_photo_loop,4,uuid:1b031095-f149-4bc5-96f5-6f5e78e33f06/C-R,Yes,Yes,2,Poor road quality,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,uuid:1b031095-f149-4bc5-96f5-6f5e78e33f06/C-C9_branch_loop,uuid:1b031095-f149-4bc5-96f5-6f5e78e33f06/C-p7_photo_loop,800,700,450.0,80.0,30.0,350.0,300.0,150.0,45.0,15.0,1 2 7 99,Must have a driver permit & Must have been a conductor at the stage & Must have previous work experience & Other,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,LC letter  Must have a Vehicle,6.0,"First come, first serve on the day","First come, first serve on the day",,1 2 3 4 5 6 7 8 9,Chairperson & Vice Chairperson & Secretary & Treasurer & Welfare & Defence & Mobiliser & Stage Master & Elder Advisor,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,Yes,Yes,2.0,99,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,Must be a stage member with stage ID,1 2 6,Be a driver & Have a permit/driving license & Need to have been at the stage for ____ years,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,5,,media/1727972947410.jpg,media/1727973740866.jpg,2407230723.0,uuid:1b031095-f149-4bc5-96f5-6f5e78e33f06,2024-10-05 07:40:52,2024-10-03 11:09:26,2024-10-03 12:42:29,2024-10-03,Respondent_360092,2,Ndejje,126,Ndejje,Bata Bata,both
2aa80707e1ac7359,,TCL|T610K|13|SurveyCTO Collect 2.81.2 (3771098),4312,,4.0,2.0,Namasuba -Zana-Ndejje,Old Taxi Park,Old Taxi Park,,3 7 8,Fatumah & Olivia & Rhoda,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Namasuba -Zana-Ndejje Stage,Elder,Elder,,1994.0,1970.0,Founded by drivers who did not belong to an older stage,Founded by drivers who did not belong to an older stage,,,,,,,,,,,,,,,,,,,,media/1724845370109.jpg,7.0,1.0,8,media/1724845404773.jpg,8,uuid:bb8979d9-5e39-494e-9a2c-3ae5f7c4e602/B-B3,uuid:bb8979d9-5e39-494e-9a2c-3ae5f7c4e602/B-p3_photo_loop,,,uuid:bb8979d9-5e39-494e-9a2c-3ae5f7c4e602/C-C1,5,uuid:bb8979d9-5e39-494e-9a2c-3ae5f7c4e602/C-p5_photo_loop,5,uuid:bb8979d9-5e39-494e-9a2c-3ae5f7c4e602/C-R,No,No,,,,,,,,,,,8,uuid:bb8979d9-5e39-494e-9a2c-3ae5f7c4e602/C-C9_branch_loop,uuid:bb8979d9-5e39-494e-9a2c-3ae5f7c4e602/C-p7_photo_loop,400,500,500.0,450.0,70.0,300.0,200.0,150.0,150.0,70.0,1 2 7 99,Must have a driver permit & Must have been a conductor at the stage & Must have previous work experience & Other,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Entry fee - 2 million  Membership card,40.0,"First come, first serve on the day","First come, first serve on the day",,1 2 3 4 5 6 9,Chairperson & Vice Chairperson & Secretary & Treasurer & Welfare & Defence & Elder Advisor,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,Yes,Yes,5.0,1 2 99,Be a driver & Have a permit/driving license & Other,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,Must be a stage member,1 2 4 99,Be a driver & Have a permit/driving license & No criminal record & Other,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,Good conduct and disciplined,media/1724848499605.jpg,media/1724848513714.jpg,2407230723.0,uuid:bb8979d9-5e39-494e-9a2c-3ae5f7c4e602,2024-08-29 02:42:40,2024-08-28 07:36:37,2024-08-29 02:39:25,2024-08-23,Respondent_32226,2,Ndejje,55,Namasuba-Zana-Ndejje,Old Taxi Park,both
7b3ea01a9b188ca2,,Redmi|Redmi Note 9S|11|SurveyCTO Collect 2.81.2 (3771098),4197,,1.0,34.0,Nsambya,Old Taxi Park,Old Taxi Park,,3 4 10,Fatumah & Gerald & Vivian,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Nsambya Stage,Chairperson,Chairperson,,1994.0,1978.0,"Originated from an older stage, split off","Originated from an older stage, split off",,Ggaba-Kansanga,Yes,Yes,8,Old Taxi Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,media/1724117096511.jpg,1.0,3.0,4,media/1724117119159.jpg,4,uuid:d933bb1b-bea4-4251-9c15-d0ccdf6f6b37/B-B3,uuid:d933bb1b-bea4-4251-9c15-d0ccdf6f6b37/B-p3_photo_loop,,,uuid:d933bb1b-bea4-4251-9c15-d0ccdf6f6b37/C-C1,3,uuid:d933bb1b-bea4-4251-9c15-d0ccdf6f6b37/C-p5_photo_loop,3,uuid:d933bb1b-bea4-4251-9c15-d0ccdf6f6b37/C-R,No,No,,,,,,,,,,,4,uuid:d933bb1b-bea4-4251-9c15-d0ccdf6f6b37/C-C9_branch_loop,uuid:d933bb1b-bea4-4251-9c15-d0ccdf6f6b37/C-p7_photo_loop,67,60,55.0,50.0,30.0,40.0,35.0,25.0,25.0,40.0,2,Must have been a conductor at the stage,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,"First come, first serve on the day","First come, first serve on the day",,1 2 3 4 5 6 7 9,Chairperson & Vice Chairperson & Secretary & Treasurer & Welfare & Defence & Mobiliser & Elder Advisor,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,Yes,Yes,5.0,2 6 99,Have a permit/driving license & Need to have been at the stage for ____ years & Other,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,5,Stage member with good conduct,2 5 6 99,Have a permit/driving license & Must have a family & Need to have been at the stage for ____ years & Other,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,10,7 years of driving experience,media/1724119458281.jpg,media/1724119469985.jpg,2407230723.0,uuid:d933bb1b-bea4-4251-9c15-d0ccdf6f6b37,2024-08-20 00:04:49,2024-08-19 09:00:39,2024-08-20 00:02:41,2024-08-17,Respondent_180127,34,Nsambya,37,Nsambya,Old Taxi Park,both
e912dcc7bdab73f5,,Itel|itel A665L|13|SurveyCTO Collect 2.81.2 (3771098),1825,,6.0,5.0,Busabaala,Other,Other,Kategula,4 5,Gerald & Joviah,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Busabaala Stage,Branch Leader (but not one of the above),Branch Leader (but not one of the above),,2002.0,1993.0,Founded by drivers who did not belong to an older stage,Founded by drivers who did not belong to an older stage,,,,,,,,,,,,,,,,,,,,media/1727964467608.jpg,6.0,1.0,7,media/1727964519016.jpg,7,uuid:83661587-7da2-402a-b4e0-64aa8acb2cd9/B-B3,uuid:83661587-7da2-402a-b4e0-64aa8acb2cd9/B-p3_photo_loop,uuid:83661587-7da2-402a-b4e0-64aa8acb2cd9/B-B4,uuid:83661587-7da2-402a-b4e0-64aa8acb2cd9/B-p4_photo_loop,uuid:83661587-7da2-402a-b4e0-64aa8acb2cd9/C-C1,2,uuid:83661587-7da2-402a-b4e0-64aa8acb2cd9/C-p5_photo_loop,2,uuid:83661587-7da2-402a-b4e0-64aa8acb2cd9/C-R,Yes,Yes,1 6,Not enough passengers & Drivers don’t want to go,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,uuid:83661587-7da2-402a-b4e0-64aa8acb2cd9/C-C9_branch_loop,uuid:83661587-7da2-402a-b4e0-64aa8acb2cd9/C-p7_photo_loop,600,400,150.0,40.0,80.0,185.0,150.0,80.0,20.0,80.0,2 99,Must have been a conductor at the stage & Other,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"LC letter, National identity card",3.0,"First come, first serve on the day","First come, first serve on the day",,1 2 3 4 5 6 7 8 9,Chairperson & Vice Chairperson & Secretary & Treasurer & Welfare & Defence & Mobiliser & Stage Master & Elder Advisor,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/1727966064417.jpg,media/1727966077804.jpg,2407230723.0,uuid:83661587-7da2-402a-b4e0-64aa8acb2cd9,2024-10-03 10:38:17,2024-10-03 10:04:58,2024-10-03 10:36:56,2024-10-03,Respondent_466541,5,Busabaala,125,Busabaala,Kategula,both
3e91b3bc962f0796,,TECNO|TECNO KI5k|12|SurveyCTO Collect 2.81.2 (3771098),2077,,1.0,66.0,Bwaise-Kawempe-Matugga-Bombo road,Nateete,Nateete,,1 3 7,Claire & Fatumah & Olivia,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Bwaise-Kawempe-Matugga-Bombo road Stage,Other,Other,Vice chairman,2008.0,2008.0,"Originated from an older stage, formed as a separate, independent stage by their","Originated from an older stage, formed as a separate, independent stage by their leaders",,Bwaise-Kazo-Katooke stage and Kawempe-Matugga stage,Yes,Yes,7 8,New Taxi Park & Old Taxi Park,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,media/1726223813209.jpg,1.0,0.0,1,media/1726223836668.jpg,1,uuid:0cb6b111-f758-40aa-b78b-cf9197f03769/B-B3,uuid:0cb6b111-f758-40aa-b78b-cf9197f03769/B-p3_photo_loop,,,uuid:0cb6b111-f758-40aa-b78b-cf9197f03769/C-C1,2,uuid:0cb6b111-f758-40aa-b78b-cf9197f03769/C-p5_photo_loop,2,uuid:0cb6b111-f758-40aa-b78b-cf9197f03769/C-R,Yes,Yes,1 2 6,Not enough passengers & Poor road quality & Drivers don’t want to go,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,,,10,30,-99.0,,10.0,10.0,25.0,-99.0,,7.0,1 7 99,Must have a driver permit & Must have previous work experience & Other,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Probation of 2 years working at the stage but not registered at the stage,0.0,"First come, first serve on the day","First come, first serve on the day",,1 2 3 4 5 9,Chairperson & Vice Chairperson & Secretary & Treasurer & Welfare & Elder Advisor,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/1726225288592.jpg,media/1726225305635.jpg,2407230723.0,uuid:0cb6b111-f758-40aa-b78b-cf9197f03769,2024-09-13 07:21:20,2024-09-13 06:33:27,2024-09-13 07:16:17,2024-09-11,Respondent_107182,66,Bwaise-Kawempe-Matugga-Bombo road,88,Bwaise-Kawempe-Matugga-Bombo road,Bwaise,both
0F717E25-0542-496A-9B46-40D56DB59F40,,Apple|iPhone|17.6.1|SurveyCTO Collect 2.80 (274730),1893,,1.0,83.0,Ntinda-Nakawa-Kiwatule-Najjera-Kira,New Taxi Park,New Taxi Park,,8 10,Rhoda & Vivian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Ntinda-Nakawa-Kiwatule-Najjera-Kira Stage,Other,Other,Welfare,2001.0,1994.0,"Originated from an older stage, split off","Originated from an older stage, split off",,Ntinda,Yes,Yes,8,Old Taxi Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,media/1727257930663.jpg,1.0,2.0,3,media/1727257963172.jpg,3,uuid:c1fca0d2-a290-4f44-beaf-e1b17c7a0ce6/B-B3,uuid:c1fca0d2-a290-4f44-beaf-e1b17c7a0ce6/B-p3_photo_loop,,,uuid:c1fca0d2-a290-4f44-beaf-e1b17c7a0ce6/C-C1,1,uuid:c1fca0d2-a290-4f44-beaf-e1b17c7a0ce6/C-p5_photo_loop,1,uuid:c1fca0d2-a290-4f44-beaf-e1b17c7a0ce6/C-R,Yes,Yes,4,Opposition from other stages,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,uuid:c1fca0d2-a290-4f44-beaf-e1b17c7a0ce6/C-C9_branch_loop,uuid:c1fca0d2-a290-4f44-beaf-e1b17c7a0ce6/C-p7_photo_loop,40,40,50.0,80.0,30.0,15.0,20.0,30.0,50.0,15.0,1 99,Must have a driver permit & Other,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"National ID, membership fee of 300k, 3months driving probation",5.0,"First come, first serve on the day","First come, first serve on the day",,1 2 3 5 6 9,Chairperson & Vice Chairperson & Secretary & Welfare & Defence & Elder Advisor,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/1727259205115.jpg,media/1727259215539.jpg,2407230723.0,uuid:c1fca0d2-a290-4f44-beaf-e1b17c7a0ce6,2024-09-25 07:17:26,2024-09-25 05:46:09,2024-09-25 06:17:42,2024-09-25,Respondent_908004,83,Ntinda,111,Ntinda-Nakawa-Kiwatule-Najjera-Kira,New Taxi Park,both
